-9.40524	-1.07402
-10.5516	-0.0958979
-6.36413	-1.85784
-8.2653	-1.38627
-9.61073	-5.58003
-6.24426	-1.41149
-4.83687	-0.816642
-9.56571	-7.37162
-6.03234	-4.53995
-8.79801	-7.74867
-5.28283	-6.01179
-2.01578	-5.30868
-0.124507	-0.244478
-0.817756	-2.94973
0.213236	-5.00129
0.207036	-4.49725
-0.844383	-2.84356
-10.2502	-1.29424
-11.641	-1.24558
-16.3715	-6.76419
-16.5353	-9.9654
-14.314	-8.89404
-14.2147	-13.0653
-13.739	-15.4931
-12.1611	-16.8763
-9.79576	-13.8551
-11.3628	-9.54577
-11.4556	-8.55679
-13.1738	-10.4984
-15.5097	-12.8713
-13.3499	-8.75826
-13.5392	4.87713
-10.7449	-2.48738
-14.232	-5.95364
-15.1323	-3.84603
-17.0344	-3.03064
-16.6756	-5.76435
-16.8225	-5.2091
-16.0668	-6.85228
-11.2624	0.843692
-6.05983	-1.84308
-9.26091	1.09977
-7.31891	-1.84903
-8.31354	-1.82304
-3.36009	-6.4482
-4.78794	-8.81687
-4.03114	-5.50149
-2.37673	-6.84231
-1.65335	-2.77881
1.95803	-0.613187
2.39294	-6.09746
5.90515	-6.60889
8.02499	-5.67932
6.68017	-7.02295
4.62093	-6.91018
4.31051	-2.81499
1.01267	-5.04545
-1.21717	-5.06128
-5.41467	-6.39895
-5.6835	-2.7278
-8.96603	-8.61449
-2.94217	-2.85941
-4.64622	-6.90669
-2.49187	-8.39799
-4.94066	-10.6974
-4.41407	-10.3917
-1.55926	-12.3959
-2.69178	-11.9483
1.60125	-14.2127
-2.52707	-10.6663
-3.80452	-7.90106
-3.67126	-7.75817
-1.51702	-9.97688
1.44683	-10.5973
0.673321	-9.75468
1.47537	-4.77684
1.17769	-3.30062
-3.2255	-2.08602
-8.08063	-8.92415
-13.4028	-4.82598
-16.9076	-2.90235
-16.8871	-3.40757
-16.8977	-6.25739
-16.4943	-10.6776
-14.7019	-13.0433
