2.69408	0.441032
0.0471774	3.10931
-0.0526058	0.0932845
-0.0961253	0.00676075
0.051329	-0.014295
-0.111601	0.000247059
0.0442167	-0.0379789
-0.149375	0.0857462
0.0859715	-0.0590817
-0.100718	0.147074
-0.270754	-0.0130412
-0.899398	-0.247898
0.57168	-0.795122
2.88694	0.620278
0.0514	2.79835
-0.0678003	0.139759
-0.0570434	-0.0671723
0.016928	0.041082
-0.252059	-0.0574473
-0.0913314	-0.21934
0.0739822	-0.151624
-0.639231	0.0472878
-0.0588389	-0.653336
0.768592	-0.0428225
-0.12777	0.796638
2.10908	-0.413756
5.18975	2.01475
-0.113748	5.20726
0.0104825	-0.084192
0.00915006	0.0327339
-0.0329792	-0.0129901
-0.141239	-0.0147997
0.159639	-0.13151
0.365835	0.190266
-0.363333	0.364527
0.0489007	-0.385516
0.612501	0.101136
-0.788749	0.611337
1.90659	-0.758852
6.22125	1.49933
-0.0997914	6.78156
0.0529392	-0.111956
0.130722	-0.102718
0.137085	0.036473
-0.207764	0.155092
-0.411386	-0.10213
-0.282544	-0.419229
-0.161942	-0.309059
0.307157	-0.154161
0.372731	0.325212
-0.365735	0.33335
0.856258	-0.198398
5.97018	0.548132
0.0945864	6.32667
-0.118319	0.0486967
-0.341918	-0.0565297
-0.0978009	-0.367361
-0.153582	-0.0902873
-0.15694	-0.13824
-0.0461793	-0.144393
-0.0806874	0.0113316
0.375579	-0.105613
0.883793	0.451035
-0.312712	0.645905
1.36086	0.0174761
4.74062	1.49138
-0.161925	4.85549
-0.173313	-0.149497
0.125258	-0.144895
0.0564525	0.110657
-0.288093	0.0534038
0.0737419	-0.222449
0.366156	0.0749426
-0.0950203	0.37339
0.0711696	0.108156
-0.012537	0.107645
-0.366503	-0.121104
1.34673	-0.322128
6.40855	1.31799
-0.0409644	6.35837
-0.0830904	-0.0910352
-0.186493	-0.169618
0.281021	-0.313285
-0.164154	0.185762
-0.149674	-0.189345
0.162084	-0.172109
0.377144	-0.0918694
0.360342	0.229355
0.548993	0.369444
0.127014	0.489783
0.967887	0.0895688
5.84442	0.94586
0.0097946	6.08404
-0.0578571	0.0568845
-0.310895	-0.139918
0.0989178	-0.247323
-0.12766	0.110236
-0.331403	-0.0907426
0.164177	0.00107031
-0.159138	0.216716
0.0830569	-0.0510501
0.548949	-0.0523606
0.40123	0.484605
0.972189	0.263481
4.32526	0.703013
-0.0607655	4.79257
-0.0561721	-0.123809
-0.0633474	0.112861
0.292847	-0.23891
-0.101426	0.169398
0.153479	-0.0587894
-0.133367	-0.0690783
-0.0717985	-0.0465367
0.339565	0.0700422
0.472261	0.186638
-0.366651	0.352501
1.92393	-0.327934
6.45841	0.497524
-0.120193	6.50723
